datasetUuid,endpointType,startedCrawling,finishedCrawling,duration,finishReason,pagesCrawled,pagesFragmentedSuccessful,pagesFragmentedError,fragmentsEmitted,fragmentsReceived,rawOccurrencesPersistedNew,rawOccurrencesPersistedUpdated,rawOccurrencesPersistedUnchanged,rawOccurrencesPersistedError,fragmentsProcessed,verbatimOccurrencesPersistedSuccessful,verbatimOccurrencesPersistedError,interpretedOccurrencesPersistedSuccessful,interpretedOccurrencesPersistedError
http://gbrds.gbif.org/browse/agent?uuid=c8fe6e06-84e3-4a46-90cb-38c455426209,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:59:07,2013-04-09T10:59:08,0,NORMAL,1,1,0,2443,2443,2443,0,0,0,2443,2443,0,2443,0
http://gbrds.gbif.org/browse/agent?uuid=6e820606-0656-4cbb-a3db-f7177911a01a,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:57:03,2013-04-09T10:58:29,85,NORMAL,1,1,0,234,234,234,0,0,0,234,234,0,234,0
http://gbrds.gbif.org/browse/agent?uuid=3d9b97e9-2f2c-458e-883b-488a628a3fa5,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:22:42,2013-04-09T11:22:43,0,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=49c5b4ac-e3bf-401b-94b1-c94a2ad5c8d6,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:09:26,2013-04-09T11:09:26,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=d8b06df0-81b3-41c9-bcf8-6ba5242e2b95,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:17,2013-04-09T10:55:17,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=1c5087e8-5bb7-49ad-95f9-5f387150e5de,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:34:13,2013-04-09T11:34:14,0,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=98c5632e-4b34-40a0-a3cd-d3e045e8733f,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:09:55,2013-04-09T11:09:58,2,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=e0ebf2a1-3656-468a-b0b6-1aa93ff43fef,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:31:34,2013-04-09T11:31:35,1,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=94dce9c1-e2f0-45cb-a77b-8e5caa871a41,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:15,2013-04-09T10:55:16,1,NORMAL,1,1,0,9151,9151,9151,0,0,0,9151,9151,0,9151,0
http://gbrds.gbif.org/browse/agent?uuid=b70121ef-b7ea-4316-a05b-abdf30f5ca09,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:16:02,2013-04-09T11:16:04,2,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=0a89b3b0-ac5c-4b93-a2dd-747b7e5ba98c,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:17,2013-04-09T10:55:19,2,NORMAL,1,1,0,4108,4108,4108,0,0,0,4108,4108,0,4108,0
http://gbrds.gbif.org/browse/agent?uuid=271c444f-f8d8-4986-b748-e7367755c0c1,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:15:28,2013-04-09T11:15:29,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=214c3109-d37a-40f8-9c24-5b6e59915394,DWC_ARCHIVE_CHECKLIST,2013-04-09T10:55:17,2013-04-09T10:55:21,3,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=62dc5be6-f762-11e1-a439-00145eb45e9a,BIOCASE,2013-04-09T10:54:47,2013-04-09T10:56:16,88,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=bf6810a4-befd-4f0b-82f9-c20c0ce11531,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:54:58,2013-04-09T11:56:02,63,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=b38781b1-b0aa-4ab4-a411-4514ff80bdcf,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:56:59,2013-04-09T10:58:30,90,NORMAL,1,1,0,587,587,587,0,0,0,587,587,0,587,0
http://gbrds.gbif.org/browse/agent?uuid=d0c8ec06-f4a1-479b-9cb5-7131cc8ef800,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:13:36,2013-04-09T11:13:37,1,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=805a8972-f762-11e1-a439-00145eb45e9a,DIGIR,2013-04-09T10:55:33,2013-04-09T11:53:48,3494,NORMAL,678,678,0,3559,3559,3559,0,0,0,3559,3559,0,3559,0
http://gbrds.gbif.org/browse/agent?uuid=db62e41a-fc13-4b76-9c13-7ea5202cc81a,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:17:28,2013-04-09T11:17:30,1,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=828c029f-d35b-4c09-9b81-e2a7b65cd925,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:10,2013-04-09T10:55:52,41,NORMAL,1,1,0,74623,74623,74623,0,0,0,74623,74623,0,74623,0
http://gbrds.gbif.org/browse/agent?uuid=26bca1b5-3ef6-4e97-9672-0058c79185fb,DWC_ARCHIVE_CHECKLIST,2013-04-09T10:54:52,2013-04-09T10:54:54,1,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=ed527c71-23aa-40cf-b16b-1a5b8ec6770a,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:21,2013-04-09T10:55:22,0,NORMAL,1,1,0,17520,17520,17520,0,0,0,17520,17520,0,17520,0
http://gbrds.gbif.org/browse/agent?uuid=3586d3f4-5178-46aa-be2d-77036191e2ae,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:15:34,2013-04-09T11:15:38,3,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=78e68e1c-7d78-4f54-b4c4-32a24facadea,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:37:02,2013-04-09T11:47:02,600,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=a2ea79be-bb29-4ec8-8aea-166dbeebfbe5,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:14:20,2013-04-09T11:14:20,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=3bc95e4c-2fd6-428d-b55d-c3663be3e7e4,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:56:10,2013-04-09T10:56:58,47,NORMAL,1,1,0,78915,78915,78915,0,0,0,78915,78915,0,78915,0
http://gbrds.gbif.org/browse/agent?uuid=4b32768e-33d0-400d-a2f3-d7011e5507fa,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:09:54,2013-04-09T11:09:55,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=977e06c0-e58a-11de-ad5c-998cc9e29689,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:13:40,2013-04-09T11:13:50,10,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=990649d4-fc41-4823-8d4e-8e0a7939b591,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:31:32,2013-04-09T11:31:33,1,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=6bc3be9d-4648-47f6-b5c4-875c4adee47d,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:09:49,2013-04-09T11:09:49,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=640142cc-ff7e-49f3-902a-a0fd5a7a3560,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:54:53,2013-04-09T10:54:58,4,NORMAL,1,1,0,2910,2910,2910,0,0,0,2910,2910,0,2910,0
http://gbrds.gbif.org/browse/agent?uuid=cbb6498e-8927-405a-916b-576d00a6289b,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:34:14,2013-04-09T11:34:25,11,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=3bef6fb2-9a1f-4d8d-b5f3-d6d23885905c,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:34,2013-04-09T10:55:38,3,NORMAL,1,1,0,13463,13463,13463,0,0,0,13463,13463,0,13463,0
http://gbrds.gbif.org/browse/agent?uuid=e402255a-aed1-4701-9b96-14368e1b5d6b,DWC_ARCHIVE_CHECKLIST,2013-04-09T10:54:52,2013-04-09T10:55:02,9,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=1d6c368b-9fd3-40e2-aa41-a9b8d31cfd93,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:09:54,2013-04-09T11:09:55,0,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=e9014a2a-a099-49e6-8a46-c7d888ab28d2,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:16:53,2013-04-09T11:16:54,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=649e5f4c-f762-11e1-a439-00145eb45e9a,BIOCASE,2013-04-09T10:54:50,2013-04-09T10:56:29,99,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=677d2c20-c7b8-11de-b279-c5c2022f659d,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:15,2013-04-09T10:55:15,0,NORMAL,1,1,0,84,84,84,0,0,0,84,84,0,84,0
http://gbrds.gbif.org/browse/agent?uuid=03faed9d-5741-471c-baa3-6630dd37e887,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:18,2013-04-09T10:55:21,3,NORMAL,1,1,0,1252,1252,1252,0,0,0,1252,1252,0,1252,0
http://gbrds.gbif.org/browse/agent?uuid=84cca7ba-f762-11e1-a439-00145eb45e9a,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:58:29,2013-04-09T10:58:30,0,NORMAL,1,1,0,4085,4085,4085,0,0,0,4085,4085,0,4085,0
http://gbrds.gbif.org/browse/agent?uuid=fc124723-4bf6-4c74-8a1a-fa7be138e414,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:58:30,2013-04-09T11:08:30,600,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=af3bce08-0599-45a6-9bfc-08188bcd868e,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:47,2013-04-09T10:55:48,0,NORMAL,1,1,0,9605,9605,9605,0,0,0,9605,9605,0,9605,0
http://gbrds.gbif.org/browse/agent?uuid=bc94931c-4197-42bd-9cac-32c09e3959f3,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:59:06,2013-04-09T10:59:07,0,NORMAL,1,1,0,319,319,319,0,0,0,319,319,0,319,0
http://gbrds.gbif.org/browse/agent?uuid=864eb98e-f762-11e1-a439-00145eb45e9a,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:58:34,2013-04-09T10:58:34,0,NORMAL,1,1,0,1286,1286,1286,0,0,0,1286,1286,0,1286,0
http://gbrds.gbif.org/browse/agent?uuid=b9d76057-87e1-4650-bda6-53a9b3245ba9,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:11,2013-04-09T10:55:11,0,NORMAL,1,1,0,264,264,264,0,0,0,264,264,0,264,0
http://gbrds.gbif.org/browse/agent?uuid=da6a07ed-9eee-460d-9448-910f542c1a7b,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:13:45,2013-04-09T11:13:47,1,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=fab88965-e69d-4491-a04d-e3198b626e52,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:36:40,2013-04-09T11:36:43,2,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=e17d9bdc-dc88-401a-bb10-6ef560448480,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:19:41,2013-04-09T11:19:55,14,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=85f12e86-f762-11e1-a439-00145eb45e9a,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:21,2013-04-09T10:55:21,0,NORMAL,1,1,0,3491,3491,3491,0,0,0,3491,3491,0,3491,0
http://gbrds.gbif.org/browse/agent?uuid=a578b33b-72f6-4833-a3eb-45d61f79f091,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:19:43,2013-04-09T11:19:44,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=26e01300-a1ef-4a42-b7f4-bef22e4b5eeb,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:08,2013-04-09T10:55:10,2,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=41754ccf-f293-4183-b0fe-5efbdffe597c,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:36:36,2013-04-09T11:46:36,600,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=82022ed6-52ed-4574-b5da-27ee82da14d0,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:18,2013-04-09T10:55:47,29,NORMAL,1,1,0,34544,34544,34544,0,0,0,34544,34544,0,34544,0
http://gbrds.gbif.org/browse/agent?uuid=84d94b5a-f762-11e1-a439-00145eb45e9a,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:56:54,2013-04-09T10:56:58,4,NORMAL,1,1,0,3299,3299,3299,0,0,0,3299,3299,0,3299,0
http://gbrds.gbif.org/browse/agent?uuid=a0c14d49-4e7a-482a-bcf3-1bb28caaea21,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:34:17,2013-04-09T11:34:17,0,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=c33ce2f2-c3cc-43a5-a380-fe4526d63650,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:34:17,2013-04-09T11:34:18,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=615ef65c-061a-4494-99b0-66e0e688afef,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:34:36,2013-04-09T11:34:36,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=888b4cc1-7342-4d6c-ba5c-c1b29c8d27fd,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:16:31,2013-04-09T11:16:32,1,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=ce74131f-53ab-4554-8529-4632b654c29d,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:35:48,2013-04-09T11:35:48,0,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=fea77396-7b26-44cb-8580-aefadc8db276,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:14:23,2013-04-09T11:14:27,4,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=89af6b5a-f762-11e1-a439-00145eb45e9a,BIOCASE,2013-04-09T11:53:57,2013-04-09T11:54:05,7,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=10e44c48-0839-4a20-86d5-f0e23ae2e366,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:50,2013-04-09T10:56:54,63,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=b568aebb-b2c8-4dd2-8a59-ab74d50f8640,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:22:42,2013-04-09T11:22:42,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=c21b807c-5656-48a7-b63c-a4baa8ac2c25,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:52,2013-04-09T10:56:11,18,NORMAL,1,1,0,663,663,663,0,0,0,663,663,0,663,0
http://gbrds.gbif.org/browse/agent?uuid=6ce7290f-47f6-4046-8356-371f5b6749df,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:56:59,2013-04-09T10:57:04,5,NORMAL,1,1,0,29695,29695,29695,0,0,0,29695,29695,0,29695,0
http://gbrds.gbif.org/browse/agent?uuid=7a0199c1-07e3-415c-8dd7-551ac5eca917,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:36:43,2013-04-09T11:36:43,0,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=898bb3f4-f762-11e1-a439-00145eb45e9a,BIOCASE,2013-04-09T10:55:34,2013-04-09T10:56:57,83,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=a719e79b-d9c6-435b-bade-01b8fff20dc1,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:02:55,2013-04-09T11:02:55,0,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=c8bc80f2-e9e3-4431-9998-6202be1132f3,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:48,2013-04-09T10:57:00,71,NORMAL,1,1,0,2029,2029,2028,0,0,1,2029,2028,0,2028,0
http://gbrds.gbif.org/browse/agent?uuid=6080b6cc-1c24-41ff-ad7f-0ebe7b56f311,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:16:33,2013-04-09T11:16:33,0,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=dd92c709-8f7d-4bf3-9897-901aa88486e5,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:16,2013-04-09T10:55:17,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=8df8741e-4033-46c5-a770-837ea13d9fa5,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:09:28,2013-04-09T11:09:28,0,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=89ae0cf6-f762-11e1-a439-00145eb45e9a,BIOCASE,2013-04-09T11:54:30,2013-04-09T11:54:38,8,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=bd25fbf7-278f-41d6-bc17-9f08f2632f70,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:09:30,2013-04-09T11:09:31,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=63d412a0-f762-11e1-a439-00145eb45e9a,BIOCASE,2013-04-09T10:57:06,2013-04-09T10:57:21,15,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=66dd0960-2d7d-46ee-a491-87b9adcfe7b1,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:15:07,2013-04-09T11:15:08,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=cd174407-5632-4090-ba61-9ff3fe41bc03,DWC_ARCHIVE_CHECKLIST,2013-04-09T10:55:29,2013-04-09T10:55:34,4,NORMAL,1,1,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=550ade26-0e93-4ffe-8467-9942382ba3ed,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:58:43,2013-04-09T10:58:45,2,NORMAL,1,1,0,3065,3065,3065,0,0,0,3065,3065,0,3065,0
http://gbrds.gbif.org/browse/agent?uuid=e1969ad9-9970-4354-b280-58224d5e560e,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:56:11,2013-04-09T10:56:12,1,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=93b54db2-67aa-4616-8a44-7c1faea128f7,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:54:20,2013-04-09T10:54:21,1,NORMAL,1,1,0,1054,1054,1054,0,0,0,1054,1054,0,1054,0
http://gbrds.gbif.org/browse/agent?uuid=672aca30-f1b5-43d3-8a2b-c1606125fa1b,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:16:46,2013-04-09T11:16:46,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=75bcbf8f-5e58-4714-9eba-382129702022,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:58:36,2013-04-09T10:58:38,1,NORMAL,1,1,0,11215,11215,11215,0,0,0,11215,11215,0,11215,0
http://gbrds.gbif.org/browse/agent?uuid=69fe6f86-b594-4521-8ae1-4b1d4b7ed620,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:57:05,2013-04-09T10:58:29,84,NORMAL,1,1,0,2300,2300,2300,0,0,0,2300,2300,0,2300,0
http://gbrds.gbif.org/browse/agent?uuid=01e012f0-3bd1-11df-92f0-f27520308d26,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:13:19,2013-04-09T11:14:23,63,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=e52c8c99-19b2-4e64-88dd-7976a6fd3974,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:43:47,2013-04-09T11:53:47,600,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=62ded72c-f762-11e1-a439-00145eb45e9a,BIOCASE,2013-04-09T10:55:33,2013-04-09T10:57:05,92,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=d7cf2c48-3d3a-4981-bfce-dbef6fe6eef3,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:34:26,2013-04-09T11:34:26,0,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=4fbb2379-db6d-46bd-8f0b-4972cb76b188,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:57:01,2013-04-09T10:58:29,88,NORMAL,1,1,0,798,798,798,0,0,0,798,798,0,798,0
http://gbrds.gbif.org/browse/agent?uuid=a25471c2-44ed-47f6-ad80-b770f388a804,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:55:25,2013-04-09T11:55:26,0,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=57a29ed5-5e9d-4738-a891-52d40515805f,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:54:53,2013-04-09T10:54:53,0,NORMAL,1,1,0,1226,1226,1226,0,0,0,1226,1226,0,1226,0
http://gbrds.gbif.org/browse/agent?uuid=0b5c058d-67a9-40d1-b5de-f799a1ac7e96,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:51:16,2013-04-09T11:51:20,3,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=c97e478f-8b1e-41ec-9a08-83cd56fea58a,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:30:16,2013-04-09T11:31:32,75,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=d21209bf-b1e0-4a97-9861-9868cb461786,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:15,2013-04-09T10:55:16,0,NORMAL,1,1,0,6757,6757,0,0,0,6757,6757,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=36ad3207-1190-47ad-868e-b09d6c0aeec2,DWC_ARCHIVE_CHECKLIST,2013-04-09T10:54:53,2013-04-09T10:54:53,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=1c1f2cfc-8370-414f-9202-9f00ccf51413,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:14:24,2013-04-09T11:14:24,0,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=8f5baa7e-11a3-4186-b9bd-22a838fd72ee,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:55:10,2013-04-09T10:55:12,1,NORMAL,1,1,0,1012,1012,1012,0,0,0,1012,1012,0,1012,0
http://gbrds.gbif.org/browse/agent?uuid=98284195-bc85-4473-b353-8113abdc9b79,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:56:12,2013-04-09T10:56:59,46,NORMAL,1,1,0,10699,10699,10699,0,0,0,10699,10699,0,10699,0
http://gbrds.gbif.org/browse/agent?uuid=96e30d99-3042-4d07-899f-9f01c3ca3fbf,DWC_ARCHIVE_OCCURRENCE,2013-04-09T11:46:36,2013-04-09T11:46:38,1,NORMAL,1,0,1,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=71958ad6-f762-11e1-a439-00145eb45e9a,BIOCASE,2013-04-09T10:54:22,2013-04-09T10:55:14,52,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=85ba34ee-f762-11e1-a439-00145eb45e9a,DIGIR,2013-04-09T10:57:23,2013-04-09T11:10:06,763,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=3fcc20af-1051-4773-8ef2-f7284a4d53b4,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:58:30,2013-04-09T10:58:32,1,NORMAL,1,1,0,2172,2172,2172,0,0,0,2172,2172,0,2172,0
http://gbrds.gbif.org/browse/agent?uuid=4b3f33ae-ca35-4559-9126-e5765a8103a0,DWC_ARCHIVE_CHECKLIST,2013-04-09T11:34:14,2013-04-09T11:34:14,0,ABORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://gbrds.gbif.org/browse/agent?uuid=f9382ea5-fdd1-4398-a275-75dd880ee876,DWC_ARCHIVE_OCCURRENCE,2013-04-09T10:54:53,2013-04-09T10:55:03,9,NORMAL,1,1,0,3529,3529,3529,0,0,0,3529,3529,0,3529,0
